"ModelName_short","Task_short","Cancer","AUROC","AUPRC","Balanced_accuracy","Precision","Recall","Weighted_F1","Sensitivity","Specificity","AUROC_lower","AUROC_upper","AUPRC_lower","AUPRC_upper","Balanced_accuracy_lower","Balanced_accuracy_upper","Precision_lower","Precision_upper","Recall_lower","Recall_upper","Weighted_F1_lower","Weighted_F1_upper","Sensitivity_lower","Sensitivity_upper","Specificity_lower","Specificity_upper","binary_multi","Public","Dataset","Slide_vs_patch_classification","tissue","TaskCategory","TaskCategory_short","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"UNI2","lung stage","Lung",0.646982901762364,0.5305779,0.4610303,0.4675623,0.4610303,0.460823,0.461030724048262,0.729773268170433,0.52976672914326,0.764341646180582,0.4206825,0.660515,0.3221575,0.594715,0.3230375,0.60552,0.3221575,0.594715,0.3199625,0.5964325,0.32218019005848,0.594707768474216,0.660268308080808,0.797382262538513,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","lung stage","Lung",0.65763274852311,0.5426461,0.5427296,0.5493519,0.5427296,0.5374742,0.542731271298168,0.770182598195423,0.546460666924845,0.773498356814755,0.427485,0.67231,0.4081925,0.67861,0.402795,0.6921925,0.4081925,0.67861,0.3969825,0.67741,0.40817977915804,0.678642191142191,0.699391843351973,0.838979050686368,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","lung stage","Lung",0.620330680010604,0.5086521,0.4380552,0.4406631,0.4380552,0.4390986,0.438055165472476,0.719404459310948,0.492172174943104,0.740669180866791,0.3901925,0.64383,0.302465,0.575475,0.3051975,0.5795675,0.302465,0.575475,0.3055675,0.5721075,0.302489533492823,0.575455630970337,0.652791430084777,0.788341121901977,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","lung stage","Lung",0.652888657321035,0.5414003,0.5864387,0.5871341,0.5864387,0.5775548,0.58643877022297,0.791298054110638,0.525680372788131,0.78029141720502,0.4208625,0.6826125,0.446295,0.72231,0.4388575,0.72526,0.446295,0.72231,0.429495,0.7191225,0.446330272119409,0.722304387398234,0.718957641621928,0.859486717801768,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","lung stage","Lung",0.641552790868753,0.5198768,0.4819159,0.4931614,0.4819159,0.480183,0.481915119179448,0.740327856486339,0.519518495529525,0.763681586011598,0.411785,0.6486225,0.34431,0.619405,0.35035,0.63455,0.34431,0.619405,0.3423875,0.6180125,0.344354066985646,0.619396300186741,0.671115567439097,0.809501445438945,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","lung stage","Lung",0.675088380493592,0.5428871,0.5393078,0.5384136,0.5393078,0.5363328,0.539307075865181,0.768363248476613,0.549208312998926,0.795588900144735,0.4172525,0.689215,0.3868575,0.6792075,0.3956875,0.6795375,0.3868575,0.6792075,0.3933,0.680415,0.386835511982571,0.679173976608187,0.696695945945946,0.839416342088618,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","lung stage","Lung",0.657201394414245,0.5439139,0.4761161,0.47737,0.4761161,0.4751479,0.476115780759516,0.738673025062016,0.534788414576822,0.782145026834845,0.4275875,0.68051,0.34479,0.6117025,0.3419975,0.619505,0.34479,0.6117025,0.346695,0.617215,0.344771825396825,0.61175210778438,0.67456664139734,0.806060248412398,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"QuiltNet-B-16","lung stage","Lung",0.624816108087886,0.5579379,0.4854147,0.5055925,0.4854147,0.4754831,0.485415227592678,0.741891214588617,0.484107913522846,0.747068420539009,0.42789,0.68655,0.346805,0.617635,0.3493675,0.6511425,0.346805,0.617635,0.3301225,0.61423,0.346778711484594,0.617682072829132,0.669906523215347,0.808258014828738,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","lung stage","Lung",0.628498706441776,0.5127456,0.5237702,0.5420912,0.5237702,0.5180198,0.523770245049027,0.760624685242994,0.510545730416895,0.748729447578538,0.3992,0.638305,0.3797975,0.655605,0.3917625,0.6830675,0.3797975,0.655605,0.3779975,0.65983,0.37977329846609,0.655561840120664,0.68957849801061,0.831617647058823,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","lung stage","Lung",0.62645054963587,0.4909261,0.5430616,0.5807776,0.5430616,0.5228801,0.543061252540748,0.770905960247432,0.51245439877799,0.731843014504652,0.3920825,0.6093625,0.4127625,0.6693975,0.40984,0.726315,0.4127625,0.6693975,0.375885,0.675925,0.412736742424242,0.669409722222222,0.708727628972889,0.83585926468991,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"Dinov2","lung stage","Lung",0.687262903097615,0.5639578,0.5335383,0.5338863,0.5335383,0.5288228,0.533538501236559,0.766063298342424,0.561139649690454,0.799461113326245,0.4328,0.7007325,0.3938575,0.66804,0.39479,0.668725,0.3938575,0.66804,0.3891875,0.6647125,0.393903173280108,0.668030621339445,0.697229399602486,0.833007920988546,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"Clip-B16","lung stage","Lung",0.626010035971317,0.4922003,0.5236511,0.5428258,0.5236511,0.507297,0.523650586009282,0.76133948273639,0.509025842499904,0.734967153549155,0.3911425,0.6056075,0.385685,0.6494325,0.383495,0.687625,0.385685,0.6494325,0.363655,0.6501225,0.385663781817075,0.649384999058912,0.694931236383442,0.824324628271997,"multi-class","NLST","Out of Domain","Slide","lung","Diagnostic: Tumor Staging","Diagnostic","Êstages I, II, and III (tumor staging)","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"Hibou","kidney subtype","KIRC + KIRP + KICH",0.959296679694184,0.901323,0.8321643,0.84087,0.8321643,0.8374927,0.83216447096551,0.94499972066293,0.92826318451779,0.986195447213577,0.83915,0.9608125,0.7461825,0.9124225,0.7656,0.91461,0.7461825,0.9124225,0.7574875,0.912305,0.746164076426025,0.912429867327366,0.915228531877831,0.971571793709552,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","kidney subtype","KIRC + KIRP + KICH",0.96734247376985,0.9159824,0.8567566,0.8657506,0.8567566,0.8622047,0.85675670851255,0.953154932998789,0.936346685090719,0.991385551642347,0.8423975,0.976805,0.767095,0.9332025,0.7886825,0.9366225,0.767095,0.9332025,0.7791275,0.93591,0.767101018675722,0.933168169139636,0.922390125207086,0.977842028660994,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"UNI2","kidney subtype","KIRC + KIRP + KICH",0.972071538282652,0.9315111,0.8704083,0.8801552,0.8704083,0.8752437,0.870408231890934,0.95790058038878,0.942343074983508,0.993076675915123,0.865395,0.9801025,0.7912025,0.9420075,0.805595,0.9456025,0.7912025,0.9420075,0.79729,0.9487,0.791222391917293,0.942000013320546,0.930111442127331,0.983315141920834,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","kidney subtype","KIRC + KIRP + KICH",0.965588881615343,0.9156498,0.8446382,0.8500976,0.8446382,0.8465756,0.844638276562873,0.949229350381717,0.937016389121976,0.986620603315108,0.85159,0.9665175,0.7548975,0.91671,0.7597775,0.9242025,0.7548975,0.91671,0.75498,0.9227025,0.754898459383753,0.916749498663102,0.91930431890484,0.97451707177038,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","kidney subtype","KIRC + KIRP + KICH",0.982710630024459,0.9574022,0.8568833,0.8667194,0.8568833,0.8589713,0.856883833488087,0.952917594977691,0.961685982358179,0.997501170526994,0.9112,0.9935,0.7755425,0.92493,0.7910875,0.9328,0.7755425,0.92493,0.77578,0.92391,0.77557718159034,0.924883319805195,0.92456765103615,0.975844013820806,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","kidney subtype","KIRC + KIRP + KICH",0.961573653389032,0.9040705,0.8166493,0.8225869,0.8166493,0.8213217,0.816648721221664,0.940144384045537,0.930142947175306,0.985519055389424,0.8353925,0.95961,0.7232825,0.8935025,0.7392,0.89814,0.7232825,0.8935025,0.72449,0.8989125,0.723287337662338,0.893520375321846,0.905990922337849,0.967678396871945,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","kidney subtype","KIRC + KIRP + KICH",0.961668204752321,0.9004334,0.8557625,0.8651335,0.8557625,0.8617254,0.855761710053455,0.953046860040471,0.927131361680571,0.988133891637862,0.82439,0.9673175,0.7774875,0.9274375,0.7943625,0.9301025,0.7774875,0.9274375,0.7875925,0.92603,0.777465566070926,0.927444530443756,0.926041666666667,0.976761039176086,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","kidney subtype","KIRC + KIRP + KICH",0.968190414537194,0.9189896,0.8840746,0.8882034,0.8840746,0.8850936,0.884074003407127,0.962009419740922,0.938277953776713,0.990467751197051,0.8513975,0.97271,0.811295,0.9469425,0.8145,0.950005,0.811295,0.9469425,0.80918,0.9487,0.811302252314249,0.946918663847118,0.936025816060802,0.983318953120506,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","kidney subtype","KIRC + KIRP + KICH",0.954507004446629,0.8909835,0.8712946,0.8759272,0.8712946,0.8753949,0.87129584610843,0.958206928595922,0.915808657849674,0.985496695353975,0.81669,0.9625025,0.7937875,0.9373175,0.80786,0.9381025,0.7937875,0.9373175,0.798885,0.937,0.793739853896104,0.937338374344953,0.930348823462182,0.980267649133306,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"QuiltNet-B-16","kidney subtype","KIRC + KIRP + KICH",0.931922369254637,0.8486866,0.7533232,0.8060107,0.7533232,0.7378867,0.753323689328713,0.918268961364256,0.898281679811559,0.960289718297619,0.7880875,0.903605,0.6713975,0.82741,0.70599,0.8847025,0.6713975,0.82741,0.62397,0.8340025,0.671403139147275,0.827391508662962,0.88766535816913,0.946569665707474,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","kidney subtype","KIRC + KIRP + KICH",0.921687183571686,0.8233571,0.7304602,0.7310594,0.7304602,0.7274987,0.730459884756815,0.91111960239492,0.879552071955359,0.956543988431786,0.746685,0.8973075,0.634585,0.819405,0.62449,0.82371,0.634585,0.819405,0.619195,0.8202025,0.634601988506062,0.819448897980245,0.87641064408348,0.940522039322466,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","kidney subtype","KIRC + KIRP + KICH",0.918813152531999,0.8130015,0.7529142,0.7518214,0.7529142,0.7540046,0.752914566251511,0.918782796477182,0.88475087242879,0.949994272101157,0.743055,0.879715,0.6563525,0.839625,0.657565,0.8395275,0.6563525,0.839625,0.6572825,0.841855,0.656319527511962,0.839658889871738,0.886528029106889,0.947629793920279,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"Dinov2","kidney subtype","KIRC + KIRP + KICH",0.906454289256252,0.7995417,0.6809461,0.6741972,0.6809461,0.6704757,0.680946174467497,0.892520682214803,0.864584105431494,0.945944327466816,0.723295,0.8714025,0.588395,0.768725,0.57828,0.770215,0.588395,0.768725,0.5696875,0.76813,0.588395657188921,0.76868011977058,0.859498100976253,0.924929839268439,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"Clip-B16","kidney subtype","KIRC + KIRP + KICH",0.91693963769844,0.8082814,0.75154,0.7519648,0.75154,0.7539728,0.751539779473419,0.918626384227643,0.878776175810433,0.951245284975264,0.73069,0.881115,0.6528925,0.847325,0.6514625,0.842505,0.6528925,0.847325,0.658885,0.847015,0.652861995359825,0.847292033414156,0.887308833904198,0.950240867564591,"multi-class","TCGA","TCGA","Slide","kidney","Diagnostic: Histologic Subtyping","Diagnostic","ccRCC (Clear cell renal cell carcinoma), ChRCC (chromophobe renal cell carcinoma), PRCC1 (Papillary renal cell carcinoma type 1), PRCC2 (Papillary renal cell carcinoma type 2 )","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"Hibou","blca hist subtype","BLCA",0.68233338827563,0.695349947178542,0.6557683,0.6577758,0.6557683,0.6544685,0.715595845276257,0.595939352945222,0.549753441960338,0.806460492750815,0.523480795726593,0.837445461216872,0.538985,0.772325,0.5404975,0.7749025,0.538985,0.772325,0.5330775,0.76716,0.5624375,0.861111111111111,0.413675548589342,0.777777777777778,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","blca hist subtype","BLCA",0.689067475010561,0.740627634023208,0.6097079,0.6154573,0.6097079,0.6046565,0.721340945594299,0.498073225240926,0.546768951833607,0.8113880742913,0.60542914845992,0.858876490657843,0.488285,0.7234025,0.487495,0.7367,0.488285,0.7234025,0.476295,0.72762,0.562408088235294,0.869600280504909,0.333333333333333,0.666666666666667,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"UNI2","blca hist subtype","BLCA",0.724663575987315,0.765123200938057,0.654417,0.6545702,0.654417,0.6546119,0.654499008831153,0.654331173595349,0.603126776449357,0.843853898541399,0.622190481812482,0.877147650120797,0.5324975,0.769825,0.5326925,0.7738,0.5324975,0.769825,0.533965,0.7659225,0.482758620689655,0.818181818181818,0.481481481481482,0.827586206896552,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","blca hist subtype","BLCA",0.607953965990119,0.687743575821751,0.5476766,0.5477521,0.5476766,0.5474891,0.564992408785005,0.530359448041003,0.47160338158701,0.745059010673235,0.535660089617786,0.814214177650219,0.4318875,0.6662325,0.4296875,0.663725,0.4318875,0.6662325,0.43289,0.6597425,0.393939393939394,0.733518518518518,0.363636363636364,0.700067567567567,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","blca hist subtype","BLCA",0.703333300057918,0.744317244294036,0.6268738,0.6313564,0.6268738,0.6233132,0.718707883406524,0.535037830783726,0.574889060887513,0.82190692247861,0.599804183503768,0.862622789510388,0.51248,0.7419075,0.5125,0.74922,0.51248,0.7419075,0.5024875,0.74542,0.571428571428571,0.866666666666667,0.375,0.709677419354839,"multi-class","TCGA","TCGA","Slide","bladder","Diagnostic: Histologic Subtyping","Diagnostic","papillary from non-papillary tumors","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
